CODI;Descrição;NCM;CST;ALIQ_ICMS;REDU_ESTA;REDU_INTER;CST_PIS;ALIQ_PIS;CST_COFINS;ALIQ_COFINS
89561;CERTRINE 25SC 30ML;38089199;040;0;0,00%;0,00%;06;0;06;0
89562;BRINCO EXPERT;38089199;040;0;0,00%;0,00%;06;0;06;0
89574;CAVALEIRO SC FIPRONIL 1,29% 1LITRO;38089199;040;0;0,00%;0,00%;06;0;06;0
89591;RESOLVA INSETICIDA 25GR;38089199;040;0;0,00%;0,00%;06;0;06;0
89616;KILLER G 25G;38089199;040;0;0,00%;0,00%;06;0;06;0
88982;ISCA CITROMAX P/FORMIGA 500GR;38089199;040;0;0,00%;0,00%;06;0;06;0
88983;ISCA CITROMAX LIQUIDO 50ML;38089199;040;0;0,00%;0,00%;06;0;06;0
89848;BUTOX 20ML;38089199;040;0;0,00%;0,00%;06;0;06;0
90250;ATACK MATA FORMIGA GEL 10GR;38089199;040;0;0,00%;0,00%;06;0;06;0
88529;CITROMAX SPRAY 30ML;38089199;040;0;0,00%;0,00%;06;0;06;0
88888;MADELTRINE INSETICIDA 300ML;38089199;040;0;0,00%;0,00%;06;0;06;0
88890;CORETRINE 30 CE INSET - 30ML;38089199;040;0;0,00%;0,00%;06;0;06;0
10887;KLERAT MULTI INSETICIDA AERO 300ML;38089199;040;0;0,00%;0,00%;06;0;06;0
94190;AZACT CE 1 LITRO;38089199;040;0;0,00%;0,00%;06;0;06;0
93607;FIPROLEX DROP SPOT GATOS;38089199;040;0;0,00%;0,00%;06;0;06;0
92935;EFFIPRO CAES 0,67ML(ATE 10KG) (AMPOLA);38089199;040;0;0,00%;0,00%;06;0;06;0
92936;EFFIPRO CAES 1,34ML(11 A 20KG) (AMPOLA);38089199;040;0;0,00%;0,00%;06;0;06;0
92937;EFFIPRO CAES 2,68ML(21 A 40KG) (AMPOLA);38089199;040;0;0,00%;0,00%;06;0;06;0
92938;EFFIPRO CAES 4,02ML(ACIMA 40K) (AMPOLA);38089199;040;0;0,00%;0,00%;06;0;06;0
92939;EFFIPRO GATOS 0,5ML COMBO (AMPOLA);38089199;040;0;0,00%;0,00%;06;0;06;0
93033;STARYCIDE (ES) SC480 250 ML BOT BR;38089199;040;0;0,00%;0,00%;06;0;06;0
93034;QUICK BAYT GR 0,6 50GR;38089199;040;0;0,00%;0,00%;06;0;06;0
94010;KAOTOP SC 30ML;38089199;040;0;0,00%;0,00%;06;0;06;0
92610;COLEIRA BULLDOG A/P- 7 25 G;38089199;040;0;0,00%;0,00%;06;0;06;0
92831;FLURON GOLD 2L;38089199;040;0;0,00%;0,00%;06;0;06;0
92304;GASTOXIN B-57 30 PASTILHA;38089199;040;0;0,00%;0,00%;06;0;06;0
91770;INSETICIDA SABRE 1LT;38089199;040;0;0,00%;0,00%;06;0;06;0
91788;BOVGUARD 5LT;38089199;040;0;0,00%;0,00%;06;0;06;0
91473;UNGUENTO CIDENTAL 250GR;38089199;040;0;0,00%;0,00%;06;0;06;0
91485;ECTONIL POUR ON LT;38089199;040;0;0,00%;0,00%;06;0;06;0
90748;DEMAND 2,5 MICRO CAP 1LT;38089199;040;0;0,00%;0,00%;06;0;06;0
90749;IMBATHRINE IMBATIVEL 250CE 1LT (CIPERMETRINA 25%);38089199;040;0;0,00%;0,00%;06;0;06;0
90752;FLURON GOLD 1LT;38089199;040;0;0,00%;0,00%;06;0;06;0
90944;EC PET 0.67ML;38089199;040;0;0,00%;0,00%;06;0;06;0
91287;BOVGUARD 1LT;38089199;040;0;0,00%;0,00%;06;0;06;0
90630;CITRONELA SPRAY 120ML;38089199;040;0;0,00%;0,00%;06;0;06;0
90698;ROCKS 1 LITRO;38089199;040;0;0,00%;0,00%;06;0;06;0
90706;LANNATE BR 1LT PESTICIDA LIQUIDO;38089199;040;0;0,00%;0,00%;06;0;06;0
90707;PREMIO 20SC 0,2LT;38089199;040;0;0,00%;0,00%;06;0;06;0
90720;KLERAT MATA FORMIGAS;38089199;040;0;0,00%;0,00%;06;0;06;0
90724;DEVE FICHA ANTERIOR;38089199;040;0;0,00%;0,00%;06;0;06;0
94091;MATA MOSCA ROTOR 25G;38089199;040;0;0,00%;0,00%;06;0;06;0
79910;FLORAN GARDEN 500ML;38089219;040;0;0,00%;0,00%;06;0;06;0
93854;FUNGIWAY 10ML;38089219;040;0;0,00%;0,00%;06;0;06;0
93904;SARTOP SPRAY 100ML;38089294;040;0;0,00%;0,00%;06;0;06;0
7340;FOLICUR 1LT. R009889CTIII;38089299;040;0;0,00%;0,00%;06;0;06;0
90065;CARBEDAZIN 10LT;38089299;040;0;0,00%;0,00%;06;0;06;0
90219;AMISTAR TOP 250ML;38089299;040;0;0,00%;0,00%;06;0;06;0
92421;CERCOBIN 700 PM 1KG;38089299;040;0;0,00%;0,00%;06;0;06;0
9281;ISCA CITROMAX 300GR;38089319;040;0;0,00%;0,00%;06;0;06;0
9474;AMINO PLUS 5 LITROS;38089319;040;0;0,00%;0,00%;06;0;06;0
10183;GARDEN CLEAN IMBATIVEL PRONTO P/USO 1LT;38089319;040;0;0,00%;0,00%;06;0;06;0
9450;MADEMATO 1000ML;38089319;040;0;0,00%;0,00%;06;0;06;0
16373;MADEMATO 100ML;38089319;040;0;0,00%;0,00%;06;0;06;0
47546;GLIFOSATO IMBATIVEL 1LT;38089319;040;0;0,00%;0,00%;06;0;06;0
93354;KARPWAY PRONTO USO 1L;38089319;040;0;0,00%;0,00%;06;0;06;0
91789;MANGUEIRA MULTIUSO 1.1/2 300 PSI PRETA;39172100;000;12;0,00%;0,00%;01;1,65;01;7,6
93855;GLIFOWAY RED 1L;38089319;040;0;0,00%;0,00%;06;0;06;0
94602;CITROMAX GRAMIZAP 1 L - 7898906901391;38089319;040;0;0,00%;0,00%;06;0;06;0
77096;HERB. NORTON 20LITROS;38089322;040;0;0,00%;0,00%;06;0;06;0
6696;CRUCIAL 5LT;38089324;040;0;0,00%;0,00%;06;0;06;0
57614;SHADOW (GLIFOSATO 360 E.A) 20LT;38089324;040;0;0,00%;0,00%;06;0;06;0
62286;GLIFOSATO 20LT.;38089324;040;0;0,00%;0,00%;06;0;06;0
78685;GLIFOSATO 20ML;38089324;040;0;0,00%;0,00%;06;0;06;0
88543;GLIFOSATO CITROMAX 100ML;38089324;040;0;0,00%;0,00%;06;0;06;0
89988;TROP 5LT;38089324;040;0;0,00%;0,00%;06;0;06;0
89146;ZAPP QI 20LT;38089324;040;0;0,00%;0,00%;06;0;06;0
93374;CRUCIAL 20LT;38089324;040;0;0,00%;0,00%;06;0;06;0
93081;GLIFOMATO 20ML;38089324;040;0;0,00%;0,00%;06;0;06;0
55123;HELMOXONE (PARAQUAT 200) 20LT;38089325;040;0;0,00%;0,00%;06;0;06;0
10651;HERB. TRICLOPYR 480 VOLAGRO 20 LITROS;38089329;040;0;0,00%;0,00%;06;0;06;0
83879;ZAPP QI 5LT;38089329;040;0;0,00%;0,00%;06;0;06;0
22802;KAPINA 60ML;38089329;040;0;0,00%;0,00%;06;0;06;0
90992;ZARTAN 600WG 10 GRAMA;38089329;040;0;0,00%;0,00%;06;0;06;0
89652;GRAMIZAP CITROMAX 100ML;38089329;040;0;0,00%;0,00%;06;0;06;0
91938;CALPIK 100ML;38089329;040;0;0,00%;0,00%;06;0;06;0
10645;BRANCO BOCAL ENTRADA 19209940 N;38089419;040;0;0,00%;0,00%;06;0;06;0
9670;GAIOLA AZULAO TRABALHADA  N;72299000;000;17;0,00%;0,00%;01;1,65;01;7,6
79556;CONJUNTO VASO PRETO;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
78795;MOTOR 1CV 2P 60HZ 110/220V 3600RPM;84072110;000;17;0,00%;0,00%;01;1,65;01;7,6
78840;TINTA ROLO LA 5CM C/CABO;38089419;040;0;0,00%;0,00%;06;0;06;0
76859;FOICINHA DOMESTICA;38089419;040;0;0,00%;0,00%;06;0;06;0
77124;VENTOSA P/BOMBA 875/675;38089419;040;0;0,00%;0,00%;06;0;06;0
70556;BUCHA PLAST.F-07 NAC.;39174090;000;12;0,00%;0,00%;01;1,65;01;7,6
54518;COLEIRA COURO NYLON N.8;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
90064;RATROPID LT (GAUCHO);38089419;040;0;0,00%;0,00%;06;0;06;0
90358;CAVALO MANGO INOX;38089419;040;0;0,00%;0,00%;06;0;06;0
89495;FITARELI PROTECAO CORREIA;38089419;040;0;0,00%;0,00%;06;0;06;0
89524;REDE 5.0 0.40 2.40 15M;38089419;040;0;0,00%;0,00%;06;0;06;0
88954;CAVALO BUCAL INOX;38089419;040;0;0,00%;0,00%;06;0;06;0
88958;CAVALO REDEA SOLA OLEADA;38089419;040;0;0,00%;0,00%;06;0;06;0
90229;OROBOR 5LT;38089419;040;0;0,00%;0,00%;06;0;06;0
62782;UREIA KG;38089419;040;0;0,00%;0,00%;06;0;06;0
77187;FILMADINE 10KG;38089419;040;0;0,00%;0,00%;06;0;06;0
87783;LONA PTA/BCA SILO MAIS 10X50 150;38089419;040;0;0,00%;0,00%;06;0;06;0
93151;HIDROSAN PENTA 1 KG CLORO;38089419;040;0;0,00%;0,00%;06;0;06;0
92887;GLIOCIDE 1L  SYNTEC;38089419;040;0;0,00%;0,00%;06;0;06;0
92800;NEUTRALIZADOR DE ODORES PET CLEAN 2 L;38089419;040;0;0,00%;0,00%;06;0;06;0
92801;NEUTRALIZADOR DE ODORES PET CLEAN 5 L;38089419;040;0;0,00%;0,00%;06;0;06;0
91978;HASTE PARA CHUPETA;38089419;040;0;0,00%;0,00%;06;0;06;0
90823;CAVALO REDEA E CABECADA SOLA/LA;38089419;040;0;0,00%;0,00%;06;0;06;0
94530;POLI ANIDE 5LTS;38089419;040;0;0,00%;0,00%;06;0;06;0
10489;GRAXEIRA RETA 3/8;38089429;040;0;0,00%;0,00%;06;0;06;0
9392;PINO PLAST. TRIFASICO;38089429;040;0;0,00%;0,00%;06;0;06;0
9431;GAIOLA P/SABIA;72299000;000;17;0,00%;0,00%;01;1,65;01;7,6
79549;DESINFETANTE FS500;38089429;040;0;0,00%;0,00%;06;0;06;0
88484;AGRISSEPT - TABLETE UNICA;38089429;040;0;0,00%;0,00%;06;0;06;0
54917;DESINFETANTE TH4 1LT;38089429;040;0;0,00%;0,00%;06;0;06;0
9172;CREOLINA 50ML;38089429;040;0;0,00%;0,00%;06;0;06;0
9180;CREOLINA 100ML;38089429;040;0;0,00%;0,00%;06;0;06;0
9199;CREOLINA 500ML;38089429;040;0;0,00%;0,00%;06;0;06;0
11271;DESINFETANTE AVT-450;38089429;040;0;0,00%;0,00%;06;0;06;0
7510;MATABICHEIRA PRADOCID 500ML   N;38089429;040;0;0,00%;0,00%;06;0;06;0
78218;CORRENTE P/CAES 04;73158200;000;17;0,00%;0,00%;01;1,65;01;7,6
54526;COLEIRA COURO NYLON N.10;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
10808;BRANCO BOCAL DE SAIDA 19205960N;38089429;040;0;0,00%;0,00%;06;0;06;0
10944;PLATAFORMA P/TRATOR;38089429;040;0;0,00%;0,00%;06;0;06;0
11139;LAMPADA ASPIRAL 30W;38089429;040;0;0,00%;0,00%;06;0;06;0
90072;SERRA PARA MADEIRA;38089429;040;0;0,00%;0,00%;06;0;06;0
90338;IATF;38089429;040;0;0,00%;0,00%;06;0;06;0
89905;COLEIRA ENFORCADOR DUPLA EM NYLON N.10;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
89906;COLEIRA ENFORCADOR DUPLA EM NYLON N.12;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
90784;CB 30 T.A 1LITRO;38089429;040;0;0,00%;0,00%;06;0;06;0
60216;PEITORAL P/CACHORRO  EM COURO N. 1;42034000;000;17;0,00%;0,00%;01;1,65;01;7,6
89496;FITARELI PINHAO DO COMANDO DA SEMENTE;38089429;040;0;0,00%;0,00%;06;0;06;0
89594;FACA C/BAINHA CANTAGALO;82084000;000;17;0,00%;0,00%;01;1,65;01;7,6
88952;CAVALO ESTRIBO ALUMINIO P C/LORO;38089429;040;0;0,00%;0,00%;06;0;06;0
11450;SANIGEL MASTY BB 20LT;38089429;040;0;0,00%;0,00%;06;0;06;0
76969;HYPROCLOR 24KG;38089429;040;0;0,00%;0,00%;06;0;06;0
87934;SANIGEL 50LT;38089429;040;0;0,00%;0,00%;06;0;06;0
87986;DESINFETANTE AVT-40 LITRO;38089429;040;0;0,00%;0,00%;06;0;06;0
87894;CAVALO FERRADURA JOCKEY N.00;38089429;040;0;0,00%;0,00%;06;0;06;0
87989;MILK VALVULA TIP TOP EUROLATE (INTERMAQ 350);40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
88145;SONDA MAMARIA C/ADAPTADOR 65MM R134 HOP;38089429;040;0;0,00%;0,00%;06;0;06;0
92792;DESINFECT CLEAN LAVANDA 5 L;38089429;040;0;0,00%;0,00%;06;0;06;0
91845;CAVALO ESTRIBO C/LORO ESTREITO;38089429;040;0;0,00%;0,00%;06;0;06;0
91846;CAVALO ESTRIBO C/LORO LARGO;38089429;040;0;0,00%;0,00%;06;0;06;0
91358;TILT LITRO;38089429;040;0;0,00%;0,00%;06;0;06;0
94315;DELEGOL 10KG;38089429;040;0;0,00%;0,00%;06;0;06;0
94160;PINUS TINTURA DE IODO 2% ML;38089919;040;0;0,00%;0,00%;06;0;06;0
77179;JIMO REPEL 100ML;38089919;040;0;0,00%;0,00%;06;0;06;0
92844;RATICIDA IMBATIVEL 25 G;38089919;040;0;0,00%;0,00%;06;0;06;0
91356;PINUS TINTURA DE IODO 10% LT;38089919;040;0;0,00%;0,00%;06;0;06;0
91357;PINUS TINTURA DE IODO 10% 100ML;38089919;040;0;0,00%;0,00%;06;0;06;0
91690;RATICIDA PO IMBATIVEL 1KG;38089919;040;0;0,00%;0,00%;06;0;06;0
94354;RATOEIRA ADESIVA PAPEL COLLY;38089919;040;0;0,00%;0,00%;06;0;06;0
87408;AMIPUR 20ML;38089991;040;0;0,00%;0,00%;06;0;06;0
87703;IBATOX PET 20ML;38089991;040;0;0,00%;0,00%;06;0;06;0
59536;AMIPUR 800ML;38089991;040;0;0,00%;0,00%;06;0;06;0
78447;IBATOX 200ML;38089991;040;0;0,00%;0,00%;06;0;06;0
78448;IBATOX 40ML;38089991;040;0;0,00%;0,00%;06;0;06;0
9529;AMITRAZ CALBOS 20ML;38089991;040;0;0,00%;0,00%;06;0;06;0
7811;TRIATOX PULVERIZACAO 200ML.;38089991;040;0;0,00%;0,00%;06;0;06;0
89840;CARVET 1LT;38089991;040;0;0,00%;0,00%;06;0;06;0
89849;TRIATOX PULVERIZACAO 1LT;38089991;040;0;0,00%;0,00%;06;0;06;0
89615;CARVET 200ML;38089991;040;0;0,00%;0,00%;06;0;06;0
89628;ORTOZOOL 900ML;38089991;040;0;0,00%;0,00%;06;0;06;0
89629;ORTOZOOL GL;38089991;040;0;0,00%;0,00%;06;0;06;0
90719;KLERAT MATA BARATA;38089992;040;0;0,00%;0,00%;06;0;06;0
10463;BIATACK AF 5000ML;38089993;040;0;0,00%;0,00%;06;0;06;0
78873;MATABICHEIRA VETBRANDS 500ML  N;38089993;040;0;0,00%;0,00%;06;0;06;0
86762;MATABICHEIRA PEARSON 500ML;38089993;040;0;0,00%;0,00%;06;0;06;0
54844;MATABICHEIRA VALLECID 500ML   N;38089993;040;0;0,00%;0,00%;06;0;06;0
57673;MATABICHEIRA PRADO 400GR;38089993;040;0;0,00%;0,00%;06;0;06;0
10555;ACATAK 1000ML;38089993;040;0;0,00%;0,00%;06;0;06;0
24821;MATABICHEIRA OURO FINO 500ML. VINGADOR;38089993;040;0;0,00%;0,00%;06;0;06;0
53180;FUSION 1000ML;38089993;040;0;0,00%;0,00%;06;0;06;0
53422;FUSION 5000ML;38089993;040;0;0,00%;0,00%;06;0;06;0
90153;BIATACK AF 1000ML;38089993;040;0;0,00%;0,00%;06;0;06;0
90995;NOVATACK GOLD 500ML;38089993;040;0;0,00%;0,00%;06;0;06;0
89872;SOLUTICK 1LT;38089993;040;0;0,00%;0,00%;06;0;06;0
89942;SOLUTICK 5LT;38089993;040;0;0,00%;0,00%;06;0;06;0
93611;SABAO SARNATYL 100G (JA);38089993;040;0;0,00%;0,00%;06;0;06;0
92558;CONTRATAK INJETAVEL PLUS 200ML;38089993;040;0;0,00%;0,00%;06;0;06;0
90785;ACTIVO PO MOLHAVEL LIC MS;38089993;040;0;0,00%;0,00%;06;0;06;0
90802;NOVATACK GOLD 200ML;38089993;040;0;0,00%;0,00%;06;0;06;0
91246;CONTRATAK PLUS 500ML;38089993;040;0;0,00%;0,00%;06;0;06;0
94066;JIMO RAT ESTOJO C/ 4 X 25G;38089996;040;0;0,00%;0,00%;06;0;06;0
79071;RATICIDA MAKI 25GR;38089996;040;0;0,00%;0,00%;06;0;06;0
79097;RATICIDA MAKI PO DE CONTATO 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
79100;RATICIDA KYRRATY 100GR;38089996;040;0;0,00%;0,00%;06;0;06;0
79629;RATICIDA PISO ADESIVO P/ARMADILHA DELTA;38089996;040;0;0,00%;0,00%;06;0;06;0
79697;RATICIDA LANIRAT;38089996;040;0;0,00%;0,00%;06;0;06;0
87832;SWAT MATA MOSCAS NF 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
59080;RATICIDA BLOCO;38089996;040;0;0,00%;0,00%;06;0;06;0
74101;FULMIRAT PO 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
78495;RATICIDA MAKI PO DE CONTATO 250G;38089996;040;0;0,00%;0,00%;06;0;06;0
10330;RATICIDA RATOL GS 50GR;38089996;040;0;0,00%;0,00%;06;0;06;0
10405;RATICIDA (KL,PUR,FUL);38089996;040;0;0,00%;0,00%;06;0;06;0
19941;RATICIDA RATOL/MAKI/ULTRA/MADERAT 25GR;38089996;040;0;0,00%;0,00%;06;0;06;0
79321;RATICIDA M7 PO 110GR;38089996;040;0;0,00%;0,00%;06;0;06;0
90364;RATICIDA RATOL 250 PO DE CONTATO 250GR;38089996;040;0;0,00%;0,00%;06;0;06;0
89588;RATICIDA BIO CARB 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
88438;MADERAT PO DE CONTATO 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
93361;RATOWAY GRAOS 25G;38089996;040;0;0,00%;0,00%;06;0;06;0
92606;RATICIDA M7 PO 250GR;38089996;040;0;0,00%;0,00%;06;0;06;0
92607;RATICIDA M7 PO 1KG;38089996;040;0;0,00%;0,00%;06;0;06;0
91871;RATICIDA MAKI PO DE CONTATO 200G;38089996;040;0;0,00%;0,00%;06;0;06;0
91959;RATICIDA RODILON PELLETS 25GR;38089996;040;0;0,00%;0,00%;06;0;06;0
90770;RATICIDA MAKI SOFT 10GR;38089996;040;0;0,00%;0,00%;06;0;06;0
90722;RATICIDA KLERAT GRANULADO 25GR;38089996;040;0;0,00%;0,00%;06;0;06;0
93973;RATICIDA MAKI BLOCO 20G;38089996;040;0;0,00%;0,00%;06;0;06;0
94623;FOR-RAT GRAOS C/40 25GR;38089996;040;0;0,00%;0,00%;06;0;06;0
10172;REPELENTE SPANT AVES/MORCEGOS 400ML;38089999;040;0;0,00%;0,00%;06;0;06;0
93988;COLEIRA ANTIPULGAS DUCAO 16G;38089999;040;0;0,00%;0,00%;06;0;06;0
78729;TANIDIL 200GR;38089999;040;0;0,00%;0,00%;06;0;06;0
79453;MATABICHEIRA ORGANNACT PRATA 500ML;38089999;040;0;0,00%;0,00%;06;0;06;0
87717;BIOSANI MASTY BB 5LT (IODATO C/POLIVINIL PIRROLI);38089999;040;0;0,00%;0,00%;06;0;06;0
87760;PEROXONI 5LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
10223;PREFOAM 10KG - HIGIENE DO UBERE   N;38089999;040;0;0,00%;0,00%;06;0;06;0
11052;FITA PEGA MOSCA FLY TRAP;38089999;040;0;0,00%;0,00%;06;0;06;0
79636;OLEO MINERAL ASSIST LT;38089999;040;0;0,00%;0,00%;06;0;06;0
78480;COURO LIMPO PRATA V18 500ML;38089999;040;0;0,00%;0,00%;06;0;06;0
77168;MILK ADAPTADOR DE CARDAN;38089999;040;0;0,00%;0,00%;06;0;06;0
76743;KORINGA TR - (OLEO MINERAL) LITRO;38089999;040;0;0,00%;0,00%;06;0;06;0
57363;FITA PEGA MOSCA IMBATIVEL;38089999;040;0;0,00%;0,00%;06;0;06;0
88846;MATABICHEIRA MAX PRATA 500 ML;38089999;040;0;0,00%;0,00%;06;0;06;0
11499;NEGUVON 500GR;38089999;040;0;0,00%;0,00%;06;0;06;0
13790;BOLFO 1KG;38089999;040;0;0,00%;0,00%;06;0;06;0
90144;TIGUVON SPOT-ON LT;38089999;040;0;0,00%;0,00%;06;0;06;0
90145;NEGUVON + ASSUNTOL PLUS 100GR;38089999;040;0;0,00%;0,00%;06;0;06;0
90942;BIOFOR 1LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89773;BASPAN POS PROTETIVO 20LT (BIOFILME);38089999;040;0;0,00%;0,00%;06;0;06;0
91916;ESSENTIAL MASTY 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89279;ACIDO CLEAN 200LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89280;ALCALAN TOP 200LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89078;ESSENTIAL MASTY 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89123;BIODIP MASTY 200LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89185;BIODIP MASTY 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
89270;ESSENTIAL MASTY 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
88337;BIODIP MASTY 20L;38089999;040;0;0,00%;0,00%;06;0;06;0
11403;ALCALAN TOP B/20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11404;ALCALAN TOP BB 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11406;ACIDO CLEAN B 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11407;PREDI MASTY BB 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11408;PREDI  MASTY 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11409;HIGIE MASTY BB 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11410;HIGIE MASTY BB 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11411;BIOFILME MASTY BB 20LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
11412;BIOFILME MASTY BB 5LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
11453;SANIGEL 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
11464;BIOSANI MASTY BB 20LT (DESINFETANTE);38089999;040;0;0,00%;0,00%;06;0;06;0
11551;BIOFILME MASTY BB 12% 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87630;PREDI MASTY 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87646;GREEN MASTY 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87658;GREEN MASTY BB 50KG;38089999;040;0;0,00%;0,00%;06;0;06;0
87659;ALCALAN TOP BB 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87661;GREEN MASTY 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87699;PEROXONI 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87879;PEROXONE 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
87948;BIOSANI MASTY BB 50LT (IODATO C/POLIVINI;38089999;040;0;0,00%;0,00%;06;0;06;0
88358;BIODIP MASTY 6% 50L;38089999;040;0;0,00%;0,00%;06;0;06;0
92970;STAR MASTY A LATICO 5% 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
93127;BOLFO 200GR;38089999;040;0;0,00%;0,00%;06;0;06;0
93681;IODO SANIFORTE 1 LITRO;38089999;040;0;0,00%;0,00%;06;0;06;0
92530;ULTRON SITE ON 15 150ML;38089999;040;0;0,00%;0,00%;06;0;06;0
92812;BAYTICOL POUR ON 1L;38089999;040;0;0,00%;0,00%;06;0;06;0
92813;NEGUVON 20 G;38089999;040;0;0,00%;0,00%;06;0;06;0
93851;FORTE MASTY 20LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
92116;PASTILHA DE CLORO 20GR (1KG) MAXCLOR;38089999;040;0;0,00%;0,00%;06;0;06;0
92173;CASCO TOP 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91952;ALCALAN FOAN 20LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91984;ALCALAN FOAN 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91989;POS DIPPING PLUS ACIDO LATICO 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91990;MILK PRE DIPPING PLUS ACIDO LATICO 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91996;ULTRON SITE ON 15 1000ML;38089999;040;0;0,00%;0,00%;06;0;06;0
92073;BIOFOR 5LT;38089999;040;0;0,00%;0,00%;06;0;06;0
92078;HIGIE MASTY BB 50LT;38089999;040;0;0,00%;0,00%;06;0;06;0
91365;REPELE PASSAROS GEL IMBATIVEL 250G;38089999;040;0;0,00%;0,00%;06;0;06;0
90934;TIGUVON SPOT-ON 150ML;38089999;040;0;0,00%;0,00%;06;0;06;0
90943;FENOCREOL 20L;38089999;040;0;0,00%;0,00%;06;0;06;0
93850;FORTE MASTY 5LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
94678;FENOLINA 20 L;38089999;040;0;0,00%;0,00%;06;0;06;0
94296;BIOFILME MASTY BB 200LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
94024;FORTE MASTY 50LTS;38089999;040;0;0,00%;0,00%;06;0;06;0
92787;AMACIANTE BABBY GOTA ACONCHEGO AZUL 5 L;38099190;000;17;0,00%;0,00%;01;1,65;01;7,6
88945;CAVALO ESTRIBO INOX;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
87947;SOLUCAO C.M.T. 500ML LAUNER;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
10801;SOLUCAO C.M.T. 500ML C/APLICADOR;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
14206;SOLUCAO C.M.T. 500ML.;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
78288;CALLISTO 1LT;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
79413;ISOLADOR 40X40;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
79061;COLEIRA P/CAES NR 12 COURO;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
59870;GAIOLA QUADRADA PERIQUITO 0004;72299000;000;17;0,00%;0,00%;01;1,65;01;7,6
60054;PEITORAL COURO N.6;42034000;000;17;0,00%;0,00%;01;1,65;01;7,6
73636;CHAVE INGLESA 12";38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
90073;CONSULTA;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
90160;PASTILHA DE CLORO CLIM 3KG;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
89884;CHAPEU CHAPEBRAZ;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
90293;BRINCO TAG;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
89497;VOLCANE 5LT;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
89514;LANTERNA HOLOFOTE1915A 09 LED;85131010;000;17;0,00%;0,00%;01;1,65;01;7,6
90132;DIMILIN 500GR;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
90464;MANGUEIRA MULTIUSO 5/16 PSI PRETA;38220090;040;0;0,00%;0,00%;01;1,65;01;7,6
