CODI;Descrição;NCM;CST;ALIQ_ICMS;REDU_ESTA;REDU_INTER;CST_PIS;ALIQ_PIS;CST_COFINS;ALIQ_COFINS
78219;CAIXA DE LENHA;94036000;000;17;0,00%;0,00%;01;1,65;01;7,6
93916;COMPLEMENTO DE ICMS;00000000;090;17;0,00%;0,00%;01;1,65;01;7,6
64440;MILK ANEL INT.VEDA.ADAPT.PULSADOR N;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
69086;MILK ANEL VEDACAO COPO MEDIDOR NACIONAL;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
88494;MAO-DE-OBRA;00071339;000;17;0,00%;0,00%;01;1,65;01;7,6
85570;MILK ANEL VED.CORPO DO DEP.32MM   N;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
64432;MILK ANEL EXT.VEDA.ADAPT.PULSADOR N;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
89256;MUDAS DE AMOR PERFEITO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
59528;GERMON PLLUS 1LT;34029090;000;17;0,00%;0,00%;01;1,65;01;7,6
43850;MUDAS CEBOLA B.PERIF.(100MD);06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
78731;PLENUN LITRO;38085010;040;0;0,00%;0,00%;06;0;06;0
11108;ENGEO PLENO 5LT;38085010;040;0;0,00%;0,00%;06;0;06;0
62413;GLIFOSATO NORTOX 10LT;38085010;040;0;0,00%;0,00%;06;0;06;0
78832;KIT ESPATULAS;73170090;000;17;0,00%;0,00%;01;1,65;01;7,6
20486;PRADOVIT 50ML.;23099090;040;0;0,00%;0,00%;01;1,65;01;7,6
94501;PRATO P/VASO P14;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
94502;ARANDELA DUPLA AD 39C;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
78868;PINTO DE CORTE EXTRA;01051190;040;0;0,00%;0,00%;06;0;06;0
86916;PINTO CAIPIRA/MESCLADOS RECRIADOS;01051190;040;0;0,00%;0,00%;06;0;06;0
59943;PINTO PESCOCO PELADO REC.15 DIAS  N;01051190;040;0;0,00%;0,00%;06;0;06;0
10469;PINTO POEDEIRA POSTURA NEGRA;01051190;040;0;0,00%;0,00%;06;0;06;0
10553;PINTO RECRIADOS CARIJO EXTRA;01051190;040;0;0,00%;0,00%;06;0;06;0
3182;PINTO CORTE 1 DIA VACINADOS;01051190;040;0;0,00%;0,00%;06;0;06;0
3190;PINTO POEDEIRA VERMELHA RECRIADOS;01051190;040;0;0,00%;0,00%;06;0;06;0
89186;PERU;01051190;040;0;0,00%;0,00%;06;0;06;0
91344;PINTO DE CORTE PESADAO EXTRA;01051190;040;0;0,00%;0,00%;06;0;06;0
94500;PRATO P/VASO P17;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
94504;VASO VENEZA VP 19T;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
94018;VASO MILANO MEDIO MP 28T;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
94503;VASO VENEZA VP 24T;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
78326;PINTO CODORNA;01069000;040;0;0,00%;0,00%;01;1,65;01;7,6
94019;VASO MILANO PEQUENO MP20T;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
94020;VASO VENEZA GRANDE VP 31T;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
53040;ROUNDUP WG 01KG.;38085010;040;0;0,00%;0,00%;06;0;06;0
94021;GENOVA G 30C;02042300;040;0;0,00%;0,00%;06;0;06;0
71439;CHUMBO 6 PARA CACA 250G   N;78060090;000;17;0,00%;0,00%;01;1,65;01;7,6
94510;CABO DE CAVADEIRA 1,40 MTS;44170090;000;17;0,00%;0,00%;01;1,65;01;7,6
79800;TRIPA GROSSA (POTE);05040011;051;0;100,00%;100,00%;01;1,65;01;7,6
79801;TRIPA SECA;05040011;051;0;100,00%;100,00%;01;1,65;01;7,6
88019;J876 DLM MAXIMUS VERNER RG NAC 31272B;05111000;040;0;0,00%;0,00%;06;0;06;0
88020;H8913 RHOMAN-WAI O-MAN OLIVER-ET HBB/A 135 722;05111000;040;0;0,00%;0,00%;06;0;06;0
88021;CH89 THREE TREES BENCHMARK R0004 REG N.HBB-1A;05111000;040;0;0,00%;0,00%;06;0;06;0
90415;SEMEN BOV.REP.DELTA FIDELITY HO LA 113 3;05111000;040;0;0,00%;0,00%;06;0;06;0
90416;SEMEN BOV.SEX.REP.QUIOSQUE FUSION LEND A DOS CONF JE 2866-B;05111000;040;0;0,00%;0,00%;06;0;06;0
93172;J1368 KASH-IN SPARTAN (6) P-ET 32998M;05111000;040;0;0,00%;0,00%;06;0;06;0
93369;H13522 S-S-I MOTEGA MAILMAN-ET AX152007;05111000;040;0;0,00%;0,00%;06;0;06;0
93370;H4001 SSI MODESTY KINGSLEY-ET REG. AX 150672;05111000;040;0;0,00%;0,00%;06;0;06;0
93371;H14141 S-S-I BOURBON DOMINIK-ET AX153803;05111000;040;0;0,00%;0,00%;06;0;06;0
93372;J5005 D&E CRUSH OF RV {6};05111000;040;0;0,00%;0,00%;06;0;06;0
93373;H14284 S-S-I HOR CHARLEY ICON-ET;05111000;040;0;0,00%;0,00%;06;0;06;0
93041;TIPO PITANGUEIRA BRAFORD;05111000;040;0;0,00%;0,00%;06;0;06;0
93523;T3002 POLITZ DO CORREGO TB CSC 9643;05111000;040;0;0,00%;0,00%;06;0;06;0
93693;L0005 FAMOSO DO LINO GL GLML 274;05111000;040;0;0,00%;0,00%;06;0;06;0
92739;H10848 LADYS-MANOR RD GRAFEETI-ET AX140755;05111000;040;0;0,00%;0,00%;06;0;06;0
92740;H4006 OLIMPICO SSI SKYMONT UNO 9438 TE AX149728;05111000;040;0;0,00%;0,00%;06;0;06;0
92741;H4007 BARAO SSI KINGBOY SUPERSIRE 9472 TE REG NAC 149689;05111000;040;0;0,00%;0,00%;06;0;06;0
92742;H4005 BOLT SSI PETY HIGHWAY 9442 TE REG NAC 149729;05111000;040;0;0,00%;0,00%;06;0;06;0
92743;H12486 DOUBLE-EAGLE TANG HUTTON-ET AX 152019;05111000;040;0;0,00%;0,00%;06;0;06;0
91547;SEMEN BOV.REP.CODIGO TE DE BRAS. GL RR P 5396;05111000;040;0;0,00%;0,00%;06;0;06;0
91548;SEMEN BOV.REP.SANDRO LEGION NOGUEIRA MONTANH JE 28365-B;05111000;040;0;0,00%;0,00%;06;0;06;0
91549;SEMEN BOV.REP.HONDA DA FUMACA AR 120676;05111000;040;0;0,00%;0,00%;06;0;06;0
90499;SEMEN BOV.REP.LCOC HIGH NOON A093R AR 1039801;05111000;040;0;0,00%;0,00%;06;0;06;0
93465;H12165 BACON-HILL MONTROSS-ET AX145128;05111000;040;0;0,00%;0,00%;06;0;06;0
93786;BN0065 YOUTUBE;05111000;040;0;0,00%;0,00%;06;0;06;0
93917;HP8615 OBELIX SAO FERNANDO OLVIDO;05111000;040;0;0,00%;0,00%;06;0;06;0
94471;T3002 POLITZ DO CORREGO TB CSC 9643;05111000;040;0;0,00%;0,00%;06;0;06;0
94083;SEMEN REP CHARUTO;05111000;040;0;0,00%;0,00%;06;0;06;0
11800;ALCON GAMMARUS 32GR;05119999;000;17;0,00%;0,00%;06;0;06;0
78897;OSSO DE SUINO FEMUR 10 A 20 CM (FAMA 00009);05119999;000;17;0,00%;0,00%;06;0;06;0
78898;OSSO DE BOVINO FEMUR S/ROTULAS (FAMA 00007);05119999;000;17;0,00%;0,00%;06;0;06;0
64289;VIVEIRO REDONDO GRANDE PAPAGAIO;73262000;000;17;0,00%;0,00%;01;1,65;01;7,6
90350;CIPERMOL 40 PM 25GR;38085010;040;0;0,00%;0,00%;06;0;06;0
89971;UREIA ORGANICA;31021010;040;0;0,00%;0,00%;06;0;06;0
90900;CORTIFLAN 50ML;30039099;040;0;0,00%;0,00%;04;0;04;0
91991;CIPROLAC BISN VS;30039099;040;0;0,00%;0,00%;04;0;04;0
91266;FOG FOGAREIRO DESMONT DUPLO MEDIO 3475;73211900;000;17;0,00%;0,00%;01;1,65;01;7,6
89302;MUDAS DE ABOBORA CABUTIA;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89303;MUDAS DE FLOR NAT DE AMOR PERFEITO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89304;MUDAS DE FLOR DA ESTACAO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89325;MUDAS DE TOMATE;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89189;MUDAS CITRICAS DIVERSAS;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89190;MUDAS DE RAMOS DIVERSOS CHIMARRITA-CORAL-AURORA;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89191;MUDAS DE TEMPEROS DIVERSOS;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89226;MUDAS VIDEIRAS N.BRANCA, N.ROSA, FRANCESA, ISABEL, BORDO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89227;MUDAS CAQUIZEIRO KIOTO, FUIU, MACIEIRA EVA;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89228;MUDAS AMEIXAS, RUBINEL, ROSA, MIMOSA, COMUM;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89229;MUDAS DE AMEIXA PLUMA 7 SANTA RITA;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89230;MUDAS DE PESSEGUEIRO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89231;MUDAS PEREIRA D'AGUA, NECTARINA, ARMEKIM;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89232;MUDAS FIGUEIRO ROXO DE VALINHOS, PINGO DE MEL;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89233;MUDAS DE ROMAZEIRO ANA, NOGUEIRA PECA;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
89324;MUDAS DE PIMENTAO;06029029;040;0;0,00%;0,00%;01;1,65;01;7,6
88095;CAVALO CRAVO P/FERRADURA E-5 PCT/12UN;06031200;040;0;0,00%;0,00%;01;1,65;01;7,6
18058;BATATA AGATA/ASTERIX;07011000;040;0;0,00%;0,00%;06;0;06;0
67466;MUDAS HORTALICAS DIVERSAS;07099990;040;0;0,00%;0,00%;06;0;06;0
67636;MUDAS HORTALICAS NOBRES;07099990;040;0;0,00%;0,00%;06;0;06;0
93844;MUDAS HORTALICAS ESPECIAIS;07099990;040;0;0,00%;0,00%;06;0;06;0
58343;SEM.H.ERVILHA TORTA DE FLOR ROXA 1KG;07131010;040;0;0,00%;0,00%;06;0;06;0
10861;SEM.H.FEIJAO VAGEM MACARRAO RAST. 100GR;07133391;051;0;100,00%;100,00%;06;0;06;0
10035;SEM.H.FEIJAO VAGEM AMARELO BAIXO 1KG;07133910;051;0;100,00%;100,00%;06;0;06;0
91569;FILTRO OLEO BD 10;84139190;000;17;0,00%;0,00%;01;1,65;01;7,6
91570;JOGO JUNTA BD 10;84219910;000;17;0,00%;0,00%;01;1,65;01;7,6
91571;TAMPA BD 10;39173290;000;17;0,00%;0,00%;01;1,65;01;7,6
91702;MANGUEIRA CRISTAL 3/8X1,0 P/NIVEL;39172100;000;12;0,00%;0,00%;01;1,65;01;7,6
78416;FRETE;00000000;000;17;0,00%;0,00%;01;1,65;01;7,6
89862;TRIGO IGUACU;10011100;040;0;0,00%;0,00%;06;0;06;0
94434;SEM FISCALIZADA TRIGO TBIO ENERGIA 1;10019100;040;0;0,00%;0,00%;06;0;06;0
88918;SEM.FISC.CENTEIO TEMPRANO 40KG;10021000;040;0;0,00%;0,00%;06;0;06;0
9654;AVEIA BRANCA IPR 126 (CRIOLA);10041000;040;0;0,00%;0,00%;06;0;06;0
62308;SEM.FLORES MARGARIDA BRANCA ETOILE;12093000;040;0;0,00%;0,00%;06;0;06;0
89690;AVEIA CRIOULA KG;10041000;040;0;0,00%;0,00%;06;0;06;0
29769;SEM.FISC.AVEIA PRETA (40KG);10041000;040;0;0,00%;0,00%;06;0;06;0
94145;SEM.MILHO HIB.FISC.AS-1850PRO3 R1M 60M DMPO;10051000;040;0;0,00%;0,00%;06;0;06;0
78422;SEM.MILHO HIB.FISC.AS-1596 PRO3 60S;10051000;040;0;0,00%;0,00%;06;0;06;0
94140;SEM.MILHO HIB.FISC.AS 1633 PRO3;10051000;040;0;0,00%;0,00%;06;0;06;0
9972;SEM.MILHO DOW/MORGAN 30 A 37 PW;10051000;040;0;0,00%;0,00%;06;0;06;0
11479;SEM.MILHO HIB.FISC.LG 6030RR2 PN 20M 60MS TRATAM.02;10051000;040;0;0,00%;0,00%;06;0;06;0
55131;SEM.MILHO HIB.FISC.LG 36610;10051000;040;0;0,00%;0,00%;06;0;06;0
79158;SEM.MILHO HIB.FISC.AS1770 PRO 3 60M PO;10051000;040;0;0,00%;0,00%;06;0;06;0
79169;SEM.MILHO HIB.FISC.AS-1575 PRO;10051000;040;0;0,00%;0,00%;06;0;06;0
87663;SEM.MILHO HIB.FISC.AS 1633 PRO3 C/DERM+PONCHO;10051000;040;0;0,00%;0,00%;06;0;06;0
87880;SEM.MILHO HIB.FISC.LG 36790 PRO3;10051000;040;0;0,00%;0,00%;06;0;06;0
88200;SEM.MILHO HIB.FISC.AS-1551 PRO 2;10051000;040;0;0,00%;0,00%;06;0;06;0
88201;SEM.MILHO HIB.FISC.AS-1555 PRO3;10051000;040;0;0,00%;0,00%;06;0;06;0
88213;SEM.MILHO HIB.FISC.AS-1850 PRO3 C1L 60M;10051000;040;0;0,00%;0,00%;06;0;06;0
94162;SEM.MILHO HIB.FISC.AS 1633 PRO3 +PONCHO;10051000;040;0;0,00%;0,00%;06;0;06;0
91119;SEM.MILHO HIB.FISC.LG 3040 VIP3 TRATADO CRUISER;10051000;040;0;0,00%;0,00%;06;0;06;0
92659;SEM.MILHO HIB.FISC.LG 3055 PRO 3;10051000;040;0;0,00%;0,00%;06;0;06;0
89653;SEM.MILHO HIB.FISC.AS-1730 PRO3 PO;10051000;040;0;0,00%;0,00%;06;0;06;0
89223;SEM.MILHO HIB.FISC.LG 36701 PRO2 TRATADO;10051000;040;0;0,00%;0,00%;06;0;06;0
89224;SEM.MILHO HIB.FISC.LG 36300 VIP3;10051000;040;0;0,00%;0,00%;06;0;06;0
88495;TRATAMENTO SEMENTE;10051000;040;0;0,00%;0,00%;06;0;06;0
93440;SEM.MILHO HIB.FISC.SYN MAXIMUS TLTG VIP. TC60;10051000;040;0;0,00%;0,00%;06;0;06;0
93638;SEM.MILHO HIB.FISC.LG 3055 PRO FORTENZA;10051000;040;0;0,00%;0,00%;06;0;06;0
93639;SEM.MILHO HIB.FISC.LG 6030 PRO 2 FORTENZA;10051000;040;0;0,00%;0,00%;06;0;06;0
93640;SEM.MILHO HIB.FISC.AS-1666 PRO3 R1M 60S DERMARCOR;10051000;040;0;0,00%;0,00%;06;0;06;0
92851;SEM.MILHO HIB.FISC.LG 3040 VIP3 TRATADO FORTENZA;10051000;040;0;0,00%;0,00%;06;0;06;0
91776;SEM.MILHO HIB.FISC.AS-1666 PRO3 R1M 60S PONCHO;10051000;040;0;0,00%;0,00%;06;0;06;0
91777;SEM.MILHO HIB.FISC.AS-1757 PRO3 CIL 60M PO;10051000;040;0;0,00%;0,00%;06;0;06;0
91794;SEM.MILHO HIB.FISC.3700RR2 60M;10051000;040;0;0,00%;0,00%;06;0;06;0
91895;SEM.MILHO HIB.FISC.LG 6030 PRO 2 S/TRATAMENTO;10051000;040;0;0,00%;0,00%;06;0;06;0
91203;SEM.MILHO HIB.FISC.AS-1677PRO3 TRAT PONCHO 60S;10051000;040;0;0,00%;0,00%;06;0;06;0
90593;SEM.MILHO HIB.FISC.LG 6030 PRO 2 TRATADO;10051000;040;0;0,00%;0,00%;06;0;06;0
90609;SEM.MILHO HIB.FISC.AS-1666 PRO3 R2M 60S;10051000;040;0;0,00%;0,00%;06;0;06;0
90648;SEM.MILHO HIB.FISC.LG 6050 PRO 2 TRATADO;10051000;040;0;0,00%;0,00%;06;0;06;0
90671;SEM.MILHO HIB.FISC.FEROZ VIPTERA 60ML;10051000;040;0;0,00%;0,00%;06;0;06;0
90673;SEM.MILHO HIB.FISC.AS-1868 PRO 3 SEM TRATAMENTO;10051000;040;0;0,00%;0,00%;06;0;06;0
94435;SEM TRIGO DUPLO PROPOSITO BRS PASTOREIO;10051000;040;0;0,00%;0,00%;06;0;06;0
94677;SEM.MILHO HIB.FISC.DKB 177PRO3 C/PONCHO 60MI;10051000;040;0;0,00%;0,00%;06;0;06;0
94121;SEMENTE MILHO PIONEER P3646YHR;10051000;040;0;0,00%;0,00%;06;0;06;0
94123;SEM. MILHO C1 LG36770PRO3 - PN 20 M - 60 MS - TRATAM.TF;10051000;040;0;0,00%;0,00%;06;0;06;0
94124;SEM. MILHO C1 LG36790PRO3 FORTENZA;10051000;040;0;0,00%;0,00%;06;0;06;0
94139;MILHO PRODUCAO EXPERIMENTAL;10059090;040;0;0,00%;0,00%;09;0;09;0
10027;SEM.FISC.SORGO NUTRIBEM;10059090;040;0;0,00%;0,00%;09;0;09;0
93990;SEMENTE MILHETO ELEFANTE PRIMA 10KG;10082110;040;0;0,00%;0,00%;06;0;06;0
10734;SEM.FISC.MILHETO ADR500;10082110;040;0;0,00%;0,00%;06;0;06;0
90051;SEM.FISC.MILHETO ADRF-6010 PN1 15KG;10082110;040;0;0,00%;0,00%;06;0;06;0
90062;SEM.FISC.MILHETO CAMPEIRO 10KG;10082110;040;0;0,00%;0,00%;06;0;06;0
85430;SEM.FISC.MILHETO MELHORADO ANM 38 25KG;10082110;040;0;0,00%;0,00%;06;0;06;0
11649;PAINCO EM KG.;10082990;051;0;100,00%;100,00%;01;1,65;01;7,6
6807;CONJUNTO FORMA DE QUEIJO RET. C/PLAST;76020000;000;17;0,00%;0,00%;01;1,65;01;7,6
90163;SEM SOJA EXPERIMENTAL;10082990;051;0;100,00%;100,00%;01;1,65;01;7,6
11614;ALPISTE EM KG.;10083090;051;0;100,00%;100,00%;01;1,65;01;7,6
29777;SEM.FISC.AZEVEM 25KG;10089010;040;0;0,00%;0,00%;06;0;06;0
89539;MILHETO SEMENTE SACOS 12KG;10089010;040;0;0,00%;0,00%;06;0;06;0
92341;SEMENTE DE AZEVEM (CHICO);10089010;040;0;0,00%;0,00%;06;0;06;0
81272;MISTURA PERIQUITO 500G;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
81299;MISTURA PARA SABIA 500G   N;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
81302;MISTURA CALOPSITA 500G;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
76937;MISTURA PASSARO PRETO 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
76945;DEXTAR 50ML;30039099;040;0;0,00%;0,00%;04;0;04;0
76970;MISTURA PINTASSILGO 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
76988;MISTURA PIRIQUITO VIT.COL.1KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
87802;MISTURA COLEIRO 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
91111;MISTURA PAPAGAIO 300GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
91112;MISTURA CANARIO 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
93181;MISTURA CALOPSITA 5KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
91754;MISTURA TRINCA FERRO PREMIUN 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
91061;MISTURA CURIO/AZULAO 500GR;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
91072;MISTURA PAPAGAIO 3KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
93447;MISTURA PERIQUITO 5KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
93797;MISTURA CANARIO REINO/BELGA 5KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
94114;MISTURA PERIQUITO 25KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
94115;MISTURA CALOPSITA 25KG;10089090;051;0;100,00%;100,00%;01;1,65;01;7,6
10398;BRANCO VED. TAMPA CABECOTE 13CV 10800393;39173290;000;17;0,00%;0,00%;01;1,65;01;7,6
10436;BRANCO RETENTOR VALVULA 13CV  N;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
10437;BRANCO VED. TAMPA CABECOTE 6.5 E 5.5CV;39173290;000;17;0,00%;0,00%;01;1,65;01;7,6
10647;BRANCO VALVULA ENTRADA 13202180   N;40169300;000;17;0,00%;0,00%;01;1,65;01;7,6
10142;JACTO GATILHO 1300 PSI;84249090;000;17;0,00%;0,00%;01;1,65;01;7,6
6920;CONJUNTO FORMA DE QUEIJO RED. C/PLAST;76020000;000;17;0,00%;0,00%;01;1,65;01;7,6
79655;MANGUEIRA CHATA 100X15 100MT HORTI;39172100;000;12;0,00%;0,00%;01;1,65;01;7,6
77003;MILK TOMADA DA AGUA;84349000;000;17;0,00%;0,00%;01;1,65;01;7,6
54534;COLEIRA COURO NYLON N.12;42010010;000;17;0,00%;0,00%;01;1,65;01;7,6
22667;ELETRIFICADOR NAIPI 150 A 200HA;85437092;020;12;29,41%;29,41%;01;1,65;01;7,6
89780;VERDICT;10169300;040;0;0,00%;0,00%;06;0;06;0
89821;GLIZ MAX 5LT;38089128;040;0;0,00%;0,00%;06;0;06;0
89914;TUBO INOX 50MM;73064000;000;17;0,00%;0,00%;01;1,65;01;7,6
89999;LANATE LT;10169300;040;0;0,00%;0,00%;06;0;06;0
90016;MANGUEIRA PARA SORO;39172100;000;12;0,00%;0,00%;01;1,65;01;7,6
90268;FOX 5LITROS;10169300;040;0;0,00%;0,00%;06;0;06;0
89757;GAIOLA PASSARO PRETO E SABIA;73262000;000;17;0,00%;0,00%;01;1,65;01;7,6
91298;PREMIUN 250ML;10169300;040;0;0,00%;0,00%;06;0;06;0
90822;CHINELO CAMPEIRINHO;64041900;000;17;0,00%;0,00%;01;1,65;01;7,6
90689;CALDAMAX LT;10169300;040;0;0,00%;0,00%;06;0;06;0
90690;ORGAMIC BLOOW;10169300;040;0;0,00%;0,00%;06;0;06;0
25399;SEM.MILHO HIB.FISC..QUILO;11031300;040;0;0,00%;0,00%;06;0;06;0
88360;SEM.FISC.SORGO AS-4560 PASTEJO;11031900;051;0;100,00%;100,00%;01;1,65;01;7,6
89498;SOJA GRAO BT;12011000;040;0;0,00%;0,00%;06;0;06;0
90170;SEM SOJA SEMEALFA BMX ATIVA RR "S1" P.6,0 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
89458;SEM SOJA AG AS 3570IPRO S1 P1 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
89459;SEM SOJA AG AS 3570IPRO S1 P3 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
89465;SOJA RR EXPERIMENTAL;12011000;040;0;0,00%;0,00%;06;0;06;0
89485;SEM SOJA NA 5909 RG "S2"P.5,5 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
89545;SEM SOJA AG AS 3610IPRO C P1 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
89457;SEM SOJA AG AS 3570IPRO S1 P2 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
93047;SEM SOJA M5838 IPRO P5.5 TRATADA - SC 40 KG;12011000;040;0;0,00%;0,00%;06;0;06;0
93123;SEM SOJA 59H0124 PR IPRO (JACUI) P 5,5 TRAT. SC40 KG;12011000;040;0;0,00%;0,00%;06;0;06;0
91886;SEM SOJA NIDERA NS4823 RR P2 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
91956;SEM SOJA TMG 7262 RR S1 PN 7,0 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
91318;SEM SOJA AG AS 3590IPRO C2 P3 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
91226;SEM SOJA PIONNER 95R51 P2 25KG;12011000;040;0;0,00%;0,00%;06;0;06;0
91297;SEM SOJA S1 LG60163IPRO PN 5,5 - 25KG;12011000;040;0;0,00%;0,00%;06;0;06;0
90709;SEM SOJA AG AS 36101PRO S1 P2 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
90723;SEM SOJA AG AS 36101PRO S1 P3 40KG;12011000;040;0;0,00%;0,00%;06;0;06;0
90725;SEM SOJA S1 LG60163IPRO PN 6,5 - 25KG;12011000;040;0;0,00%;0,00%;06;0;06;0
12262;GIRASSOL EM KG.;12060090;051;0;100,00%;100,00%;01;1,65;01;7,6
11336;GAIOLA COELHO P;73262000;000;17;0,00%;0,00%;01;1,65;01;7,6
1252;SEM.H.MELAO CAIPIRA 100G;12077010;040;0;0,00%;0,00%;06;0;06;0
92924;SEM.H.MELAO GAUCHO REDONDO 100GR;12077010;040;0;0,00%;0,00%;06;0;06;0
88990;SEM.FISC.ALFAFA;12092100;040;0;0,00%;0,00%;06;0;06;0
10447;SEM.FISC.AZEVEM BARJUMBO 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
91012;SEM.FISC.AZEVEM RYE GRAS E-284 (LA ESTANSUELA 284) 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
89136;SEM.FISC.AZEVEM POTRO 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
93302;SEM.FISC.AZEVEM BARJUMBO ELITE 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
92190;SEM.FISC.AZEVEM RIBEYE 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
92191;SEM.FISC.AZEVEM WILLIAMS 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
90924;SEM.FISC.AZEVEM BAR HQ 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
93464;SEMEN. DE TREVO ALEXANDRINO PP1 S 2 SACO 10 KGS;12092500;040;0;0,00%;0,00%;06;0;06;0
93500;SEMEN.AZEVEM CERONTE 25KG;12092500;040;0;0,00%;0,00%;06;0;06;0
94253;SEMENTE DE AZEVEM NIBBIO SACO 25 KGS (7001);12092500;040;0;0,00%;0,00%;06;0;06;0
44032;SEM.FISC.CAPIM CORACANA ANGP 209;12092900;040;0;0,00%;0,00%;06;0;06;0
44040;SEM.FISC.PANICUM MAXIMUM BRS ZURI PELET 10KG;12092900;040;0;0,00%;0,00%;06;0;06;0
8719;SEM.FISC.BRACH. BRIZANTHA CV MARANDU;12092900;040;0;0,00%;0,00%;06;0;06;0
8720;SEM.FISC.BRACH. BRIZANTHA XARAES (MG5);12092900;040;0;0,00%;0,00%;06;0;06;0
10043;SEM.FISC.BRACHIARIA ARUANA KG;12092900;040;0;0,00%;0,00%;06;0;06;0
18449;SEM.FISC.MILHETO BRS 1501 30KG;12092900;040;0;0,00%;0,00%;06;0;06;0
50814;SEM.FISC.MOMBACA;12092900;040;0;0,00%;0,00%;06;0;06;0
51578;SEM.H.PEPINO PROF. HIB. IMPERIAL F1 10GR;12092900;040;0;0,00%;0,00%;06;0;06;0
78483;SEM.FISC.BRACHIARIA DECUMBENS (BRASILINK) PELETIZADA;12092900;040;0;0,00%;0,00%;06;0;06;0
87719;SEM.FISC.SORGO CHOPPER;12092900;040;0;0,00%;0,00%;06;0;06;0
88243;SEM.FISC.SORGO ALVO 500.000 SEM 3,5MM;12092900;040;0;0,00%;0,00%;06;0;06;0
88404;SEM.FISC.SORGO AS 4420 10KG;12092900;040;0;0,00%;0,00%;06;0;06;0
88440;SEM.FISC.BRACHIARIA HIBRIDA CV MULATO II;12092900;040;0;0,00%;0,00%;06;0;06;0
78629;ABRACADEIRA RSF 1 X 1.1/2;39269090;000;17;0,00%;0,00%;01;1,65;01;7,6
